Freq.	V(d5+)	V(d5u)
4.97737084978837e+003	(-5.40693827052583e+001dB,3.05830512784308e+000°)	(-6.11355697036827e+001dB,3.03544561120135e+000°)
4.98884487459913e+003	(-5.40693262989133e+001dB,3.06534205176201e+000°)	(-6.11355134526733e+001dB,3.04242989092113e+000°)
5.00034534976879e+003	(-5.40692696328712e+001dB,3.07239510617151e+000°)	(-6.11354569427555e+001dB,3.04943018015758e+000°)
5.01187233627173e+003	(-5.40692127060512e+001dB,3.07946432765817e+000°)	(-6.11354001727417e+001dB,3.05644651518878e+000°)
5.02342589522287e+003	(-5.40691555172344e+001dB,3.08654975284892e+000°)	(-6.11353431414350e+001dB,3.06347893237107e+000°)
5.03500608787805e+003	(-5.40690980651965e+001dB,3.09365141845371e+000°)	(-6.11352858476366e+001dB,3.07052746814160e+000°)
5.04661297563428e+003	(-5.40690403487078e+001dB,3.10076936125526e+000°)	(-6.11352282901456e+001dB,3.07759215901730e+000°)
5.05824662003013e+003	(-5.40689823666028e+001dB,3.10790361814712e+000°)	(-6.11351704677500e+001dB,3.08467304159413e+000°)
5.06990708274603e+003	(-5.40689241176405e+001dB,3.11505422607997e+000°)	(-6.11351123792316e+001dB,3.09177015254715e+000°)
5.08159442560459e+003	(-5.40688656006132e+001dB,3.12222122209486e+000°)	(-6.11350540233696e+001dB,3.09888352863275e+000°)
5.09330871057094e+003	(-5.40688068142764e+001dB,3.12940464330187e+000°)	(-6.11349953989433e+001dB,3.10601320668867e+000°)
5.10504999975305e+003	(-5.40687477573798e+001dB,3.13660452689386e+000°)	(-6.11349365047131e+001dB,3.11315922363012e+000°)
5.11681835540206e+003	(-5.40686884287299e+001dB,3.14382091016648e+000°)	(-6.11348773394431e+001dB,3.12032161645430e+000°)
5.12861383991263e+003	(-5.40686288270027e+001dB,3.15105383045950e+000°)	(-6.11348179018930e+001dB,3.12750042224044e+000°)
5.14043651582324e+003	(-5.40685689510165e+001dB,3.15830332523024e+000°)	(-6.11347581908073e+001dB,3.13469567814561e+000°)
5.15228644581654e+003	(-5.40685087994514e+001dB,3.16556943199022e+000°)	(-6.11346982049376e+001dB,3.14190742141127e+000°)
5.16416369271968e+003	(-5.40684483711530e+001dB,3.17285218837522e+000°)	(-6.11346379430155e+001dB,3.14913568935615e+000°)
5.17606831950464e+003	(-5.40683876646963e+001dB,3.18015163202570e+000°)	(-6.11345774037822e+001dB,3.15638051938488e+000°)
5.18800038928858e+003	(-5.40683266789231e+001dB,3.18746780074884e+000°)	(-6.11345165859610e+001dB,3.16364194897971e+000°)
5.19995996533412e+003	(-5.40682654125134e+001dB,3.19480073238343e+000°)	(-6.11344554882761e+001dB,3.17092001570646e+000°)
5.21194711104976e+003	(-5.40682038641803e+001dB,3.20215046486060e+000°)	(-6.11343941094408e+001dB,3.17821475721173e+000°)
5.22396188999015e+003	(-5.40681420326233e+001dB,3.20951703619969e+000°)	(-6.11343324481693e+001dB,3.18552621122553e+000°)
5.23600436585646e+003	(-5.40680799165668e+001dB,3.21690048450663e+000°)	(-6.11342705031632e+001dB,3.19285441555795e+000°)
5.24807460249668e+003	(-5.40680175146672e+001dB,3.22430084794921e+000°)	(-6.11342082731215e+001dB,3.20019940810275e+000°)
5.26017266390601e+003	(-5.40679548256838e+001dB,3.23171816481688e+000°)	(-6.11341457567379e+001dB,3.20756122683601e+000°)
5.27229861422717e+003	(-5.40678918481828e+001dB,3.23915247342174e+000°)	(-6.11340829526951e+001dB,3.21493990981479e+000°)
5.28445251775075e+003	(-5.40678285809504e+001dB,3.24660381223046e+000°)	(-6.11340198596796e+001dB,3.22233549518162e+000°)
5.29663443891552e+003	(-5.40677650226419e+001dB,3.25407221975451e+000°)	(-6.11339564763595e+001dB,3.22974802115870e+000°)
5.30884444230882e+003	(-5.40677011718677e+001dB,3.26155773457431e+000°)	(-6.11338928014102e+001dB,3.23717752605488e+000°)
5.32108259266688e+003	(-5.40676370272632e+001dB,3.26906039536431e+000°)	(-6.11338288334886e+001dB,3.24462404825854e+000°)
5.33334895487514e+003	(-5.40675725876131e+001dB,3.27658024093463e+000°)	(-6.11337645712558e+001dB,3.25208762624430e+000°)
5.34564359396865e+003	(-5.40675078514626e+001dB,3.28411731010380e+000°)	(-6.11337000133562e+001dB,3.25956829856768e+000°)
5.35796657513234e+003	(-5.40674428174596e+001dB,3.29167164180844e+000°)	(-6.11336351584388e+001dB,3.26706610387050e+000°)
5.37031796370145e+003	(-5.40673774842688e+001dB,3.29924327508377e+000°)	(-6.11335700051384e+001dB,3.27458108087594e+000°)
5.38269782516180e+003	(-5.40673118505101e+001dB,3.30683224902677e+000°)	(-6.11335045520907e+001dB,3.28211326839380e+000°)
5.39510622515020e+003	(-5.40672459148046e+001dB,3.31443860282808e+000°)	(-6.11334387979176e+001dB,3.28966270531503e+000°)
5.40754322945472e+003	(-5.40671796757515e+001dB,3.32206237575761e+000°)	(-6.11333727412384e+001dB,3.29722943061672e+000°)
5.42000890401515e+003	(-5.40671131319594e+001dB,3.32970360717074e+000°)	(-6.11333063806684e+001dB,3.30481348336053e+000°)
5.43250331492324e+003	(-5.40670462820534e+001dB,3.33736233652334e+000°)	(-6.11332397148125e+001dB,3.31241490269166e+000°)
5.44502652842312e+003	(-5.40669791245982e+001dB,3.34503860333186e+000°)	(-6.11331727422715e+001dB,3.32003372784068e+000°)
5.45757861091161e+003	(-5.40669116582140e+001dB,3.35273244722713e+000°)	(-6.11331054616409e+001dB,3.32766999812343e+000°)
5.47015962893862e+003	(-5.40668438814833e+001dB,3.36044390790685e+000°)	(-6.11330378715050e+001dB,3.33532375293941e+000°)
5.48276964920744e+003	(-5.40667757929434e+001dB,3.36817302514266e+000°)	(-6.11329699704441e+001dB,3.34299503177427e+000°)
5.49540873857514e+003	(-5.40667073912183e+001dB,3.37591983882682e+000°)	(-6.11329017570380e+001dB,3.35068387420023e+000°)
5.50807696405293e+003	(-5.40666386749020e+001dB,3.38368438893279e+000°)	(-6.11328332298502e+001dB,3.35839031987246e+000°)
5.52077439280646e+003	(-5.40665696424109e+001dB,3.39146671545494e+000°)	(-6.11327643874449e+001dB,3.36611440853430e+000°)
5.53350109215625e+003	(-5.40665002924502e+001dB,3.39926685857934e+000°)	(-6.11326952283782e+001dB,3.37385618001417e+000°)
5.54625712957799e+003	(-5.40664306234619e+001dB,3.40708485848841e+000°)	(-6.11326257511938e+001dB,3.38161567422453e+000°)
5.55904257270292e+003	(-5.40663606340368e+001dB,3.41492075550850e+000°)	(-6.11325559544362e+001dB,3.38939293116671e+000°)
5.57185748931818e+003	(-5.40662903226810e+001dB,3.42277459002570e+000°)	(-6.11324858366427e+001dB,3.39718799092766e+000°)
5.58470194736718e+003	(-5.40662196879407e+001dB,3.43064640252328e+000°)	(-6.11324153963402e+001dB,3.40500089368036e+000°)
5.59757601494997e+003	(-5.40661487283010e+001dB,3.43853623355650e+000°)	(-6.11323446320508e+001dB,3.41283167968448e+000°)
5.61047976032357e+003	(-5.40660774423253e+001dB,3.44644412380446e+000°)	(-6.11322735422871e+001dB,3.42068038928584e+000°)
5.62341325190236e+003	(-5.40660058284773e+001dB,3.45437011398856e+000°)	(-6.11322021255600e+001dB,3.42854706291867e+000°)
5.63637655825841e+003	(-5.40659338852367e+001dB,3.46231424494103e+000°)	(-6.11321303803730e+001dB,3.43643174110446e+000°)
5.64936974812189e+003	(-5.40658616111389e+001dB,3.47027655759218e+000°)	(-6.11320583052170e+001dB,3.44433446444985e+000°)
5.66239289038139e+003	(-5.40657890046576e+001dB,3.47825709294454e+000°)	(-6.11319858985836e+001dB,3.45225527365133e+000°)
5.67544605408433e+003	(-5.40657160642676e+001dB,3.48625589208801e+000°)	(-6.11319131589487e+001dB,3.46019420949037e+000°)
5.68852930843727e+003	(-5.40656427884130e+001dB,3.49427299620374e+000°)	(-6.11318400847910e+001dB,3.46815131283910e+000°)
5.70164272280632e+003	(-5.40655691755778e+001dB,3.50230844657114e+000°)	(-6.11317666745767e+001dB,3.47612662465596e+000°)
5.71478636671752e+003	(-5.40654952242076e+001dB,3.51036228454059e+000°)	(-6.11316929267656e+001dB,3.48412018598757e+000°)
5.72796030985714e+003	(-5.40654209327801e+001dB,3.51843455157759e+000°)	(-6.11316188398113e+001dB,3.49213203796911e+000°)
5.74116462207212e+003	(-5.40653462997189e+001dB,3.52652528921197e+000°)	(-6.11315444121606e+001dB,3.50016222182405e+000°)
5.75439937337041e+003	(-5.40652713234718e+001dB,3.53463453907619e+000°)	(-6.11314696422507e+001dB,3.50821077886388e+000°)
5.76766463392134e+003	(-5.40651960024401e+001dB,3.54276234287933e+000°)	(-6.11313945285155e+001dB,3.51627775048985e+000°)
5.78096047405601e+003	(-5.40651203350571e+001dB,3.55090874243416e+000°)	(-6.11313190693774e+001dB,3.52436317819108e+000°)
5.79428696426764e+003	(-5.40650443197645e+001dB,3.55907377964777e+000°)	(-6.11312432632569e+001dB,3.53246710354649e+000°)
5.80764417521195e+003	(-5.40649679548718e+001dB,3.56725749646700e+000°)	(-6.11311671085653e+001dB,3.54058956822444e+000°)
5.82103217770754e+003	(-5.40648912389150e+001dB,3.57545993502279e+000°)	(-6.11310906037007e+001dB,3.54873061398057e+000°)
5.83445104273627e+003	(-5.40648141701578e+001dB,3.58368113743521e+000°)	(-6.11310137470649e+001dB,3.55689028266324e+000°)
5.84790084144362e+003	(-5.40647367470826e+001dB,3.59192114599538e+000°)	(-6.11309365370441e+001dB,3.56506861620805e+000°)
5.86138164513910e+003	(-5.40646589680161e+001dB,3.60018000303352e+000°)	(-6.11308589720216e+001dB,3.57326565664178e+000°)
5.87489352529658e+003	(-5.40645808313401e+001dB,3.60845775099668e+000°)	(-6.11307810503685e+001dB,3.58148144608000e+000°)
5.88843655355470e+003	(-5.40645023354210e+001dB,3.61675443240970e+000°)	(-6.11307027704542e+001dB,3.58971602672963e+000°)
5.90201080171725e+003	(-5.40644234786098e+001dB,3.62507008989420e+000°)	(-6.11306241306350e+001dB,3.59796944088675e+000°)
5.91561634175354e+003	(-5.40643442592423e+001dB,3.63340476615875e+000°)	(-6.11305451292677e+001dB,3.60624173093991e+000°)
5.92925324579880e+003	(-5.40642646757012e+001dB,3.64175850402091e+000°)	(-6.11304657646914e+001dB,3.61453293936527e+000°)
5.94292158615452e+003	(-5.40641847262835e+001dB,3.65013134636731e+000°)	(-6.11303860352448e+001dB,3.62284310873241e+000°)
5.95662143528890e+003	(-5.40641044092788e+001dB,3.65852333616290e+000°)	(-6.11303059392595e+001dB,3.63117228170162e+000°)
5.97035286583716e+003	(-5.40640237230779e+001dB,3.66693451651740e+000°)	(-6.11302254750531e+001dB,3.63952050102206e+000°)
5.98411595060198e+003	(-5.40639426659393e+001dB,3.67536493058459e+000°)	(-6.11301446409446e+001dB,3.64788780953752e+000°)
5.99791076255388e+003	(-5.40638612361604e+001dB,3.68381462162207e+000°)	(-6.11300634352346e+001dB,3.65627425017985e+000°)
6.01173737483156e+003	(-5.40637794320931e+001dB,3.69228363300360e+000°)	(-6.11299818562285e+001dB,3.66467986597606e+000°)
6.02559586074235e+003	(-5.40636972519647e+001dB,3.70077200816009e+000°)	(-6.11298999022102e+001dB,3.67310470004095e+000°)
6.03948629376257e+003	(-5.40636146941036e+001dB,3.70927979064818e+000°)	(-6.11298175714675e+001dB,3.68154879558481e+000°)
6.05340874753791e+003	(-5.40635317566825e+001dB,3.71780702406234e+000°)	(-6.11297348622760e+001dB,3.69001219590837e+000°)
6.06736329588382e+003	(-5.40634484381306e+001dB,3.72635375219321e+000°)	(-6.11296517729023e+001dB,3.69849494440451e+000°)
6.08135001278594e+003	(-5.40633647365346e+001dB,3.73492001879187e+000°)	(-6.11295683016058e+001dB,3.70699708455897e+000°)
6.09536897240045e+003	(-5.40632806502455e+001dB,3.74350586781542e+000°)	(-6.11294844466392e+001dB,3.71551865994999e+000°)
6.10942024905448e+003	(-5.40631961774741e+001dB,3.75211134325547e+000°)	(-6.11294002062463e+001dB,3.72405971424853e+000°)
6.12350391724649e+003	(-5.40631113164539e+001dB,3.76073648921342e+000°)	(-6.11293155786606e+001dB,3.73262029121733e+000°)
6.13762005164669e+003	(-5.40630260653563e+001dB,3.76938134986209e+000°)	(-6.11292305621128e+001dB,3.74120043471468e+000°)
6.15176872709743e+003	(-5.40629404224686e+001dB,3.77804596951815e+000°)	(-6.11291451548229e+001dB,3.74980018869017e+000°)
6.16595001861356e+003	(-5.40628543860001e+001dB,3.78673039255840e+000°)	(-6.11290593550051e+001dB,3.75841959718819e+000°)
6.18016400138290e+003	(-5.40627679541052e+001dB,3.79543466344795e+000°)	(-6.11289731608536e+001dB,3.76705870434278e+000°)
6.19441075076655e+003	(-5.40626811249454e+001dB,3.80415882673911e+000°)	(-6.11288865705760e+001dB,3.77571755438847e+000°)
6.20869034229937e+003	(-5.40625938967909e+001dB,3.81290292713552e+000°)	(-6.11287995823510e+001dB,3.78439619164720e+000°)
6.22300285169032e+003	(-5.40625062677788e+001dB,3.82166700938033e+000°)	(-6.11287121943646e+001dB,3.79309466053934e+000°)
6.23734835482292e+003	(-5.40624182360612e+001dB,3.83045111832102e+000°)	(-6.11286244047806e+001dB,3.80181300557571e+000°)
6.25172692775558e+003	(-5.40623297998054e+001dB,3.83925529891665e+000°)	(-6.11285362117668e+001dB,3.81055127136522e+000°)
6.26613864672207e+003	(-5.40622409571388e+001dB,3.84807959619349e+000°)	(-6.11284476134752e+001dB,3.81930950260850e+000°)
6.28058358813189e+003	(-5.40621517062426e+001dB,3.85692405531763e+000°)	(-6.11283586080540e+001dB,3.82808774410284e+000°)
6.29506182857069e+003	(-5.40620620452274e+001dB,3.86578872150593e+000°)	(-6.11282691936370e+001dB,3.83688604073808e+000°)
6.30957344480064e+003	(-5.40619719721796e+001dB,3.87467364008446e+000°)	(-6.11281793683560e+001dB,3.84570443750136e+000°)
6.32411851376090e+003	(-5.40618814853247e+001dB,3.88357885652119e+000°)	(-6.11280891303305e+001dB,3.85454297947355e+000°)
6.33869711256797e+003	(-5.40617905826619e+001dB,3.89250441629322e+000°)	(-6.11279984776745e+001dB,3.86340171183207e+000°)
6.35330931851614e+003	(-5.40616992623216e+001dB,3.90145036503327e+000°)	(-6.11279074084905e+001dB,3.87228067984843e+000°)
6.36795520907785e+003	(-5.40616075224255e+001dB,3.91041674847855e+000°)	(-6.11278159208724e+001dB,3.88117992889017e+000°)
6.38263486190418e+003	(-5.40615153609857e+001dB,3.91940361240476e+000°)	(-6.11277240129071e+001dB,3.89009950442103e+000°)
6.39734835482517e+003	(-5.40614227761683e+001dB,3.92841100276263e+000°)	(-6.11276316826699e+001dB,3.89903945199975e+000°)
6.41209576585030e+003	(-5.40613297659832e+001dB,3.93743896553512e+000°)	(-6.11275389282360e+001dB,3.90799981728420e+000°)
6.42687717316888e+003	(-5.40612363284469e+001dB,3.94648754681353e+000°)	(-6.11274457476588e+001dB,3.91698064602370e+000°)
6.44169265515045e+003	(-5.40611424616525e+001dB,3.95555679281328e+000°)	(-6.11273521389968e+001dB,3.92598198406921e+000°)
6.45654229034523e+003	(-5.40610481636531e+001dB,3.96464674984361e+000°)	(-6.11272581002852e+001dB,3.93500387736324e+000°)
6.47142615748451e+003	(-5.40609534324148e+001dB,3.97375746426653e+000°)	(-6.11271636295610e+001dB,3.94404637194833e+000°)
6.48634433548105e+003	(-5.40608582660427e+001dB,3.98288898262419e+000°)	(-6.11270687248505e+001dB,3.95310951396403e+000°)
6.50129690342957e+003	(-5.40607626625006e+001dB,3.99204135147301e+000°)	(-6.11269733841662e+001dB,3.96219334964466e+000°)
6.51628394060709e+003	(-5.40606666197586e+001dB,4.00121461749719e+000°)	(-6.11268776055177e+001dB,3.97129792532432e+000°)
6.53130552647338e+003	(-5.40605701358943e+001dB,4.01040882751968e+000°)	(-6.11267813869019e+001dB,3.98042328743308e+000°)
6.54636174067141e+003	(-5.40604732087817e+001dB,4.01962402838092e+000°)	(-6.11266847263067e+001dB,3.98956948249838e+000°)
6.56145266302771e+003	(-5.40603758364568e+001dB,4.02886026708597e+000°)	(-6.11265876217145e+001dB,3.99873655714703e+000°)
6.57657837355285e+003	(-5.40602780168996e+001dB,4.03811759072677e+000°)	(-6.11264900710934e+001dB,4.00792455810161e+000°)
6.59173895244186e+003	(-5.40601797480650e+001dB,4.04739604648545e+000°)	(-6.11263920724024e+001dB,4.01713353218316e+000°)
6.60693448007460e+003	(-5.40600810278366e+001dB,4.05669568161562e+000°)	(-6.11262936236025e+001dB,4.02636352631438e+000°)
6.62216503701626e+003	(-5.40599818542441e+001dB,4.06601654353804e+000°)	(-6.11261947226262e+001dB,4.03561458751001e+000°)
6.63743070401773e+003	(-5.40598822251209e+001dB,4.07535867968959e+000°)	(-6.11260953674119e+001dB,4.04488676288848e+000°)
6.65273156201605e+003	(-5.40597821384467e+001dB,4.08472213767283e+000°)	(-6.11259955558861e+001dB,4.05418009966577e+000°)
6.66806769213485e+003	(-5.40596815921060e+001dB,4.09410696515982e+000°)	(-6.11258952859601e+001dB,4.06349464515528e+000°)
6.68343917568477e+003	(-5.40595805840437e+001dB,4.10351320994630e+000°)	(-6.11257945555370e+001dB,4.07283044676926e+000°)
6.69884609416389e+003	(-5.40594791120708e+001dB,4.11294091987858e+000°)	(-6.11256933625192e+001dB,4.08218755202266e+000°)
6.71428852925814e+003	(-5.40593771741363e+001dB,4.12239014295894e+000°)	(-6.11255917047890e+001dB,4.09156600852536e+000°)
6.72976656284179e+003	(-5.40592747681016e+001dB,4.13186092726576e+000°)	(-6.11254895802235e+001dB,4.10096586398916e+000°)
6.74528027697783e+003	(-5.40591718917721e+001dB,4.14135332095027e+000°)	(-6.11253869866923e+001dB,4.11038716622594e+000°)
6.76082975391843e+003	(-5.40590685430829e+001dB,4.15086737233279e+000°)	(-6.11252839220491e+001dB,4.11982996314464e+000°)
6.77641507610536e+003	(-5.40589647197807e+001dB,4.16040312975392e+000°)	(-6.11251803841433e+001dB,4.12929430275660e+000°)
6.79203632617045e+003	(-5.40588604197968e+001dB,4.16996064172863e+000°)	(-6.11250763708162e+001dB,4.13878023317391e+000°)
6.80769358693601e+003	(-5.40587556408892e+001dB,4.17953995681500e+000°)	(-6.11249718798916e+001dB,4.14828780260606e+000°)
6.82338694141529e+003	(-5.40586503809068e+001dB,4.18914112372111e+000°)	(-6.11248669091903e+001dB,4.15781705936508e+000°)
6.83911647281288e+003	(-5.40585446376111e+001dB,4.19876419120282e+000°)	(-6.11247614565217e+001dB,4.16736805186379e+000°)
6.85488226452520e+003	(-5.40584384088234e+001dB,4.20840920816130e+000°)	(-6.11246555196856e+001dB,4.17694082861495e+000°)
6.87068440014090e+003	(-5.40583316923314e+001dB,4.21807622359615e+000°)	(-6.11245490964662e+001dB,4.18653543823098e+000°)
6.88652296344134e+003	(-5.40582244858975e+001dB,4.22776528657996e+000°)	(-6.11244421846477e+001dB,4.19615192942883e+000°)
6.90239803840099e+003	(-5.40581167872812e+001dB,4.23747644631281e+000°)	(-6.11243347819959e+001dB,4.20579035102337e+000°)
6.91830970918794e+003	(-5.40580085942323e+001dB,4.24720975208541e+000°)	(-6.11242268862701e+001dB,4.21545075193249e+000°)
6.93425806016426e+003	(-5.40578999044978e+001dB,4.25696525329379e+000°)	(-6.11241184952194e+001dB,4.22513318117526e+000°)
6.95024317588653e+003	(-5.40577907158299e+001dB,4.26674299945226e+000°)	(-6.11240096065830e+001dB,4.23483768787298e+000°)
6.96626514110625e+003	(-5.40576810259240e+001dB,4.27654304014354e+000°)	(-6.11239002180879e+001dB,4.24456432124754e+000°)
6.98232404077027e+003	(-5.40575708325191e+001dB,4.28636542509344e+000°)	(-6.11237903274533e+001dB,4.25431313062438e+000°)
6.99841996002129e+003	(-5.40574601332745e+001dB,4.29621020408474e+000°)	(-6.11236799323877e+001dB,4.26408416543076e+000°)
7.01455298419826e+003	(-5.40573489259238e+001dB,4.30607742704675e+000°)	(-6.11235690305843e+001dB,4.27387747519381e+000°)
7.03072319883688e+003	(-5.40572372080738e+001dB,4.31596714396455e+000°)	(-6.11234576197337e+001dB,4.28369310954727e+000°)
7.04693068967001e+003	(-5.40571249775305e+001dB,4.32587940501751e+000°)	(-6.11233456975119e+001dB,4.29353111822488e+000°)
7.06317554262816e+003	(-5.40570122318484e+001dB,4.33581426037580e+000°)	(-6.11232332615852e+001dB,4.30339155106432e+000°)
7.07945784383991e+003	(-5.40568989686721e+001dB,4.34577176037012e+000°)	(-6.11231203096083e+001dB,4.31327445800520e+000°)
7.09577767963242e+003	(-5.40567851857136e+001dB,4.35575195545606e+000°)	(-6.11230068392283e+001dB,4.32317988909151e+000°)
7.11213513653182e+003	(-5.40566708805262e+001dB,4.36575489613317e+000°)	(-6.11228928480757e+001dB,4.33310789446866e+000°)
7.12853030126372e+003	(-5.40565560507532e+001dB,4.37578063306028e+000°)	(-6.11227783337791e+001dB,4.34305852438849e+000°)
7.14496326075365e+003	(-5.40564406940741e+001dB,4.38582921700551e+000°)	(-6.11226632939452e+001dB,4.35303182920224e+000°)
7.16143410212754e+003	(-5.40563248079241e+001dB,4.39590069873860e+000°)	(-6.11225477261816e+001dB,4.36302785936904e+000°)
7.17794291271213e+003	(-5.40562083900304e+001dB,4.40599512928775e+000°)	(-6.11224316280782e+001dB,4.37304666545007e+000°)
7.19448978003550e+003	(-5.40560914379074e+001dB,4.41611255967339e+000°)	(-6.11223149972172e+001dB,4.38308829811115e+000°)
7.21107479182750e+003	(-5.40559739491748e+001dB,4.42625304108910e+000°)	(-6.11221978311643e+001dB,4.39315280812038e+000°)
7.22769803602020e+003	(-5.40558559212780e+001dB,4.43641662474699e+000°)	(-6.11220801274806e+001dB,4.40324024635241e+000°)
7.24435960074840e+003	(-5.40557373518302e+001dB,4.44660336205113e+000°)	(-6.11219618837135e+001dB,4.41335066378554e+000°)
7.26105957435004e+003	(-5.40556182383475e+001dB,4.45681330448165e+000°)	(-6.11218430973994e+001dB,4.42348411150338e+000°)
7.27779804536673e+003	(-5.40554985783429e+001dB,4.46704650361121e+000°)	(-6.11217237660631e+001dB,4.43364064069318e+000°)
7.29457510254417e+003	(-5.40553783693488e+001dB,4.47730301114389e+000°)	(-6.11216038872222e+001dB,4.44382030264932e+000°)
7.31139083483265e+003	(-5.40552576088555e+001dB,4.48758287887642e+000°)	(-6.11214834583748e+001dB,4.45402314876772e+000°)
7.32824533138752e+003	(-5.40551362943418e+001dB,4.49788615870472e+000°)	(-6.11213624770169e+001dB,4.46424923055365e+000°)
7.34513868156962e+003	(-5.40550144232360e+001dB,4.50821290260928e+000°)	(-6.11212409406303e+001dB,4.47449859961643e+000°)
7.36207097494583e+003	(-5.40548919930871e+001dB,4.51856316275181e+000°)	(-6.11211188466782e+001dB,4.48477130766794e+000°)
7.37904230128947e+003	(-5.40547690012695e+001dB,4.52893699131448e+000°)	(-6.11209961926265e+001dB,4.49506740653153e+000°)
7.39605275058084e+003	(-5.40546454452546e+001dB,4.53933444064107e+000°)	(-6.11208729759136e+001dB,4.50538694813042e+000°)
7.41310241300763e+003	(-5.40545213224865e+001dB,4.54975556317661e+000°)	(-6.11207491939782e+001dB,4.51572998449793e+000°)
7.43019137896547e+003	(-5.40543966303823e+001dB,4.56020041145711e+000°)	(-6.11206248442462e+001dB,4.52609656777389e+000°)
7.44731973905834e+003	(-5.40542713662773e+001dB,4.57066903810291e+000°)	(-6.11204999241242e+001dB,4.53648675020059e+000°)
7.46448758409911e+003	(-5.40541455276271e+001dB,4.58116149589429e+000°)	(-6.11203744310179e+001dB,4.54690058413161e+000°)
7.48169500510998e+003	(-5.40540191118518e+001dB,4.59167783772007e+000°)	(-6.11202483623087e+001dB,4.55733812202250e+000°)
7.49894209332300e+003	(-5.40538921162436e+001dB,4.60221811651426e+000°)	(-6.11201217153826e+001dB,4.56779941644104e+000°)
7.51622894018049e+003	(-5.40537645381755e+001dB,4.61278238536172e+000°)	(-6.11199944875953e+001dB,4.57828452005598e+000°)
7.53355563733560e+003	(-5.40536363750551e+001dB,4.62337069748302e+000°)	(-6.11198666763091e+001dB,4.58879348564914e+000°)
7.55092227665276e+003	(-5.40535076240842e+001dB,4.63398310610343e+000°)	(-6.11197382788559e+001dB,4.59932636610371e+000°)
7.56832895020817e+003	(-5.40533782827393e+001dB,4.64461966470754e+000°)	(-6.11196092925707e+001dB,4.60988321441510e+000°)
7.58577575029026e+003	(-5.40532483482287e+001dB,4.65528042675732e+000°)	(-6.11194797147686e+001dB,4.62046408368393e+000°)
7.60326276940023e+003	(-5.40531178178804e+001dB,4.66596544588385e+000°)	(-6.11193495427567e+001dB,4.63106902711932e+000°)
7.62079010025253e+003	(-5.40529866889945e+001dB,4.67667477582637e+000°)	(-6.11192187738249e+001dB,4.64169809803730e+000°)
7.63835783577531e+003	(-5.40528549587891e+001dB,4.68740847040027e+000°)	(-6.11190874052588e+001dB,4.65235134986410e+000°)
7.65596606911096e+003	(-5.40527226246327e+001dB,4.69816658360782e+000°)	(-6.11189554343201e+001dB,4.66302883613003e+000°)
7.67361489361659e+003	(-5.40525896836718e+001dB,4.70894916944878e+000°)	(-6.11188228582725e+001dB,4.67373061047886e+000°)
7.69130440286449e+003	(-5.40524561331959e+001dB,4.71975628211305e+000°)	(-6.11186896743511e+001dB,4.68445672665740e+000°)
7.70903469064269e+003	(-5.40523219703651e+001dB,4.73058797585256e+000°)	(-6.11185558797989e+001dB,4.69520723852798e+000°)
7.72680585095541e+003	(-5.40521871924823e+001dB,4.74144430509414e+000°)	(-6.11184214718298e+001dB,4.70598220005565e+000°)
7.74461797802357e+003	(-5.40520517967058e+001dB,4.75232532431355e+000°)	(-6.11182864476474e+001dB,4.71678166531504e+000°)
7.76247116628530e+003	(-5.40519157802355e+001dB,4.76323108812305e+000°)	(-6.11181508044480e+001dB,4.72760568849194e+000°)
7.78036551039641e+003	(-5.40517791401964e+001dB,4.77416165121479e+000°)	(-6.11180145394154e+001dB,4.73845432388151e+000°)
7.79830110523096e+003	(-5.40516418737860e+001dB,4.78511706843164e+000°)	(-6.11178776497179e+001dB,4.74932762588702e+000°)
7.81627804588166e+003	(-5.40515039781657e+001dB,4.79609739471361e+000°)	(-6.11177401325103e+001dB,4.76022564902068e+000°)
7.83429642766048e+003	(-5.40513654504529e+001dB,4.80710268509851e+000°)	(-6.11176019849366e+001dB,4.77114844790572e+000°)
7.85235634609907e+003	(-5.40512262877751e+001dB,4.81813299474883e+000°)	(-6.11174632041247e+001dB,4.78209607727312e+000°)
7.87045789694934e+003	(-5.40510864872237e+001dB,4.82918837892160e+000°)	(-6.11173237871996e+001dB,4.79306859196819e+000°)
7.88860117618389e+003	(-5.40509460459233e+001dB,4.84026889301194e+000°)	(-6.11171837312579e+001dB,4.80406604694018e+000°)
7.90678627999659e+003	(-5.40508049609468e+001dB,4.85137459250016e+000°)	(-6.11170430333977e+001dB,4.81508849725396e+000°)
7.92501330480306e+003	(-5.40506632293846e+001dB,4.86250553300157e+000°)	(-6.11169016906961e+001dB,4.82613599808189e+000°)
7.94328234724115e+003	(-5.40505208482287e+001dB,4.87366177018957e+000°)	(-6.11167597002149e+001dB,4.83720860470573e+000°)
7.96159350417152e+003	(-5.40503778146205e+001dB,4.88484335994357e+000°)	(-6.11166170590108e+001dB,4.84830637252161e+000°)
7.97994687267809e+003	(-5.40502341255019e+001dB,4.89605035815422e+000°)	(-6.11164737641220e+001dB,4.85942935703330e+000°)
7.99834255006861e+003	(-5.40500897779487e+001dB,4.90728282089475e+000°)	(-6.11163298125742e+001dB,4.87057761385672e+000°)
8.01678063387511e+003	(-5.40499447689455e+001dB,4.91854080431777e+000°)	(-6.11161852013831e+001dB,4.88175119872006e+000°)
