Freq.	V(ol5)	V(ol9)	V(ol10)	V(ol12)	V(ol15)	V(ol20)
3.86366977054015e+002	(5.96019364185320e+001dB,-2.84607648183877e-001°)	(6.12203855738679e+001dB,-3.10307885628800e-001°)	(6.16511047248068e+001dB,-3.19020721101849e-001°)	(6.25488359616468e+001dB,-3.39322174229166e-001°)	(6.40060313384259e+001dB,-3.78462959158438e-001°)	(6.68648767480900e+001dB,-4.80273758411526e-001°)
3.87257644921563e+002	(5.96019359255705e+001dB,-2.85263725796583e-001°)	(6.12203849874674e+001dB,-3.11023205202987e-001°)	(6.16511041049338e+001dB,-3.19756124622229e-001°)	(6.25488352601963e+001dB,-3.40104374336399e-001°)	(6.40060304654807e+001dB,-3.79335380991507e-001°)	(6.68648753414403e+001dB,-4.81380851828713e-001°)
3.88150365990594e+002	(5.96019354303766e+001dB,-2.85921315751098e-001°)	(6.12203843983281e+001dB,-3.11740173661034e-001°)	(6.16511034822155e+001dB,-3.20493223318063e-001°)	(6.25488345554477e+001dB,-3.40888377471972e-001°)	(6.40060295884926e+001dB,-3.80209813788014e-001°)	(6.68648739282983e+001dB,-4.82490496999786e-001°)
3.89045144994226e+002	(5.96019349328554e+001dB,-2.86580421530450e-001°)	(6.12203838065660e+001dB,-3.12458794807941e-001°)	(6.16511028566262e+001dB,-3.21232021095969e-001°)	(6.25488338474421e+001dB,-3.41674187793595e-001°)	(6.40060287074660e+001dB,-3.81086262183484e-001°)	(6.68648725086646e+001dB,-4.83602699806385e-001°)
3.89941986676489e+002	(5.96019344330042e+001dB,-2.87241046628729e-001°)	(6.12203832120234e+001dB,-3.13179072447687e-001°)	(6.16511022281416e+001dB,-3.21972521871571e-001°)	(6.25488331362683e+001dB,-3.42461809470450e-001°)	(6.40060278223382e+001dB,-3.81964730821198e-001°)	(6.68648710825122e+001dB,-4.84717466142085e-001°)
3.90840895792347e+002	(5.96019339308777e+001dB,-2.87903194549927e-001°)	(6.12203826147026e+001dB,-3.13901010398734e-001°)	(6.16511015967223e+001dB,-3.22714729569004e-001°)	(6.25488324217536e+001dB,-3.43251246671064e-001°)	(6.40060269331688e+001dB,-3.82845224360489e-001°)	(6.68648696496542e+001dB,-4.85834801905250e-001°)
3.91741877107728e+002	(5.96019334264891e+001dB,-2.88566868804762e-001°)	(6.12203820146853e+001dB,-3.14624612491194e-001°)	(6.16511009624122e+001dB,-3.23458648124493e-001°)	(6.25488317040093e+001dB,-3.44042503584728e-001°)	(6.40060260398099e+001dB,-3.83727747462339e-001°)	(6.68648682102560e+001dB,-4.86954713027305e-001°)
3.92644935399545e+002	(5.96019329196677e+001dB,-2.89232072906015e-001°)	(6.12203814118049e+001dB,-3.15349882555083e-001°)	(6.16511003251873e+001dB,-3.24204281480819e-001°)	(6.25488309828542e+001dB,-3.44835584398886e-001°)	(6.40060251424788e+001dB,-3.84612304814482e-001°)	(6.68648667642337e+001dB,-4.88077205439565e-001°)
3.93550075455722e+002	(5.96019324106101e+001dB,-2.89898810386632e-001°)	(6.12203808062268e+001dB,-3.16076824441199e-001°)	(6.16510996849689e+001dB,-3.24951633587838e-001°)	(6.25488302584148e+001dB,-3.45630493322736e-001°)	(6.40060242408215e+001dB,-3.85498901090364e-001°)	(6.68648653115317e+001dB,-4.89202285088544e-001°)
3.94457302075223e+002	(5.96019318991285e+001dB,-2.90567084775038e-001°)	(6.12203801978672e+001dB,-3.16805442000222e-001°)	(6.16510990418515e+001dB,-3.25700708410932e-001°)	(6.25488295306288e+001dB,-3.46427234567730e-001°)	(6.40060233351701e+001dB,-3.86387541004384e-001°)	(6.68648638521374e+001dB,-4.90329957936853e-001°)
3.95366620068073e+002	(5.96019313852489e+001dB,-2.91236899614850e-001°)	(6.12203795866621e+001dB,-3.17535739092431e-001°)	(6.16510983957447e+001dB,-3.26451509917769e-001°)	(6.25488287995055e+001dB,-3.47225812357881e-001°)	(6.40060224252578e+001dB,-3.87278229255414e-001°)	(6.68648623859435e+001dB,-4.91460229955528e-001°)
3.96278034255384e+002	(5.96019308691051e+001dB,-2.91908258461423e-001°)	(6.12203789726422e+001dB,-3.18267719590429e-001°)	(6.16510977467053e+001dB,-3.27204042090594e-001°)	(6.25488280649592e+001dB,-3.48026230923129e-001°)	(6.40060215111139e+001dB,-3.88170970566216e-001°)	(6.68648609130406e+001dB,-4.92593107140476e-001°)
3.97191549469385e+002	(5.96019303504704e+001dB,-2.92581164866336e-001°)	(6.12203783557615e+001dB,-3.19001387372943e-001°)	(6.16510970946339e+001dB,-3.27958308915063e-001°)	(6.25488273270311e+001dB,-3.48828494508222e-001°)	(6.40060205928398e+001dB,-3.89065769673631e-001°)	(6.68648594333537e+001dB,-4.93728595492103e-001°)
3.98107170553441e+002	(5.96019298295621e+001dB,-2.93255622404138e-001°)	(6.12203777360775e+001dB,-3.19736746331420e-001°)	(6.16510964395053e+001dB,-3.28714314388734e-001°)	(6.25488265857339e+001dB,-3.49632607366571e-001°)	(6.40060196702284e+001dB,-3.89962631311726e-001°)	(6.68648579467643e+001dB,-4.94866701022187e-001°)
3.99024902362086e+002	(5.96019293062112e+001dB,-2.93931634644729e-001°)	(6.12203771135065e+001dB,-3.20473800361122e-001°)	(6.16510957814199e+001dB,-3.29472062523091e-001°)	(6.25488258409831e+001dB,-3.50438573757484e-001°)	(6.40060187434257e+001dB,-3.90861560241196e-001°)	(6.68648564533941e+001dB,-4.96007429769927e-001°)
3.99944749761041e+002	(5.96019287803937e+001dB,-2.94609205171054e-001°)	(6.12203764880719e+001dB,-3.21212553370208e-001°)	(6.16510951202510e+001dB,-3.30231557330371e-001°)	(6.25488250928177e+001dB,-3.51246397955040e-001°)	(6.40060178123184e+001dB,-3.91762561222116e-001°)	(6.68648549530636e+001dB,-4.97150787771350e-001°)
4.00866717627247e+002	(5.96019282521669e+001dB,-2.95288337577082e-001°)	(6.12203758597297e+001dB,-3.21953009273352e-001°)	(6.16510944560691e+001dB,-3.30992802839451e-001°)	(6.25488243411326e+001dB,-3.52056084237381e-001°)	(6.40060168769065e+001dB,-3.92665639030612e-001°)	(6.68648534458208e+001dB,-4.98296781089340e-001°)
4.01790810848884e+002	(5.96019277215234e+001dB,-2.95969035462869e-001°)	(6.12203752285111e+001dB,-3.22695171997038e-001°)	(6.16510937887962e+001dB,-3.31755803082907e-001°)	(6.25488235860358e+001dB,-3.52867636901073e-001°)	(6.40060159372300e+001dB,-3.93570798455621e-001°)	(6.68648519316217e+001dB,-4.99445415795472e-001°)
4.02717034325402e+002	(5.96019271884200e+001dB,-2.96651302435576e-001°)	(6.12203745943781e+001dB,-3.23439045474249e-001°)	(6.16510931184522e+001dB,-3.32520562106272e-001°)	(6.25488228274959e+001dB,-3.53681060246967e-001°)	(6.40060149931979e+001dB,-3.94478044291207e-001°)	(6.68648504104890e+001dB,-5.00596697979150e-001°)
4.03645392967548e+002	(5.96019266528672e+001dB,-2.97335142112463e-001°)	(6.12203739572828e+001dB,-3.24184633646642e-001°)	(6.16510924450584e+001dB,-3.33287083964523e-001°)	(6.25488220653977e+001dB,-3.54496358582456e-001°)	(6.40060140447463e+001dB,-3.95387381343697e-001°)	(6.68648488823067e+001dB,-5.01750633735880e-001°)
4.04575891697386e+002	(5.96019261148540e+001dB,-2.98020558118439e-001°)	(6.12203733172959e+001dB,-3.24931940469369e-001°)	(6.16510917684524e+001dB,-3.34055372714932e-001°)	(6.25488212998089e+001dB,-3.55313536232244e-001°)	(6.40060130919920e+001dB,-3.96298814438662e-001°)	(6.68648473470406e+001dB,-5.02907229179832e-001°)
4.05508535448327e+002	(5.96019255743092e+001dB,-2.98707554084689e-001°)	(6.12203726743694e+001dB,-3.25680969902290e-001°)	(6.16510910888051e+001dB,-3.34825432436852e-001°)	(6.25488205306677e+001dB,-3.56132597525764e-001°)	(6.40060121348027e+001dB,-3.97212348401518e-001°)	(6.68648458047232e+001dB,-5.04066490443177e-001°)
4.06443329165156e+002	(5.96019250313035e+001dB,-2.99396133655602e-001°)	(6.12203720284277e+001dB,-3.26431725913356e-001°)	(6.16510904059980e+001dB,-3.35597267207975e-001°)	(6.25488197579340e+001dB,-3.56953546803264e-001°)	(6.40060111731699e+001dB,-3.98127988074416e-001°)	(6.68648442552945e+001dB,-5.05228423666804e-001°)
4.07380277804055e+002	(5.96019244857353e+001dB,-3.00086300478089e-001°)	(6.12203713795146e+001dB,-3.27184212484119e-001°)	(6.16510897200506e+001dB,-3.36370881120690e-001°)	(6.25488189817134e+001dB,-3.57776388420978e-001°)	(6.40060102071807e+001dB,-3.99045738314992e-001°)	(6.68648426986187e+001dB,-5.06393035001425e-001°)
4.08319386332635e+002	(5.96019239377466e+001dB,-3.00778058215813e-001°)	(6.12203707275847e+001dB,-3.27938433601965e-001°)	(6.16510890309047e+001dB,-3.37146278273809e-001°)	(6.25488182018400e+001dB,-3.58601126734086e-001°)	(6.40060092366768e+001dB,-3.99965603980943e-001°)	(6.68648411348546e+001dB,-5.07560330628948e-001°)
4.09260659729953e+002	(5.96019233871899e+001dB,-3.01471410530944e-001°)	(6.12203700727091e+001dB,-3.28694393267845e-001°)	(6.16510883386254e+001dB,-3.37923462780347e-001°)	(6.25488174184193e+001dB,-3.59427766118874e-001°)	(6.40060082616512e+001dB,-4.00887589948004e-001°)	(6.68648395639011e+001dB,-5.08730316730442e-001°)
4.10204102986549e+002	(5.96019228340591e+001dB,-3.02166361098951e-001°)	(6.12203694147754e+001dB,-3.29452095485039e-001°)	(6.16510876431411e+001dB,-3.38702438757545e-001°)	(6.25488166313576e+001dB,-3.60256310953598e-001°)	(6.40060072822152e+001dB,-4.01811701108585e-001°)	(6.68648379855948e+001dB,-5.09902999497614e-001°)
4.11149721104464e+002	(5.96019222784286e+001dB,-3.02862913606545e-001°)	(6.12203687537767e+001dB,-3.30211544270012e-001°)	(6.16510869443931e+001dB,-3.39483210332580e-001°)	(6.25488158406856e+001dB,-3.61086765631680e-001°)	(6.40060062982321e+001dB,-4.02737942355032e-001°)	(6.68648364000530e+001dB,-5.11078385152756e-001°)
4.12097519097272e+002	(5.96019217201979e+001dB,-3.03561071742888e-001°)	(6.12203680897223e+001dB,-3.30972743649084e-001°)	(6.16510862424449e+001dB,-3.40265781646914e-001°)	(6.25488150463863e+001dB,-3.61919134554700e-001°)	(6.40060053096903e+001dB,-4.03666318596650e-001°)	(6.68648348072307e+001dB,-5.12256479923057e-001°)
4.13047501990103e+002	(5.96019211593645e+001dB,-3.04260839209043e-001°)	(6.12203674226503e+001dB,-3.31735697658987e-001°)	(6.16510855372906e+001dB,-3.41050156848847e-001°)	(6.25488142483552e+001dB,-3.62753422130776e-001°)	(6.40060043165456e+001dB,-4.04596834752585e-001°)	(6.68648332069487e+001dB,-5.13437290042138e-001°)
4.13999674819672e+002	(5.96019205959604e+001dB,-3.04962219715800e-001°)	(6.12203667524869e+001dB,-3.32500410341483e-001°)	(6.16510848288584e+001dB,-3.41836340093682e-001°)	(6.25488134466616e+001dB,-3.63589632785370e-001°)	(6.40060033188977e+001dB,-4.05529495759953e-001°)	(6.68648315994129e+001dB,-5.14620821780597e-001°)
4.14954042634304e+002	(5.96019200299748e+001dB,-3.05665216981017e-001°)	(6.12203660792498e+001dB,-3.33266885751119e-001°)	(6.16510841171343e+001dB,-3.42624335548523e-001°)	(6.25488126412724e+001dB,-3.64427770949916e-001°)	(6.40060023165587e+001dB,-4.06464306553957e-001°)	(6.68648299843603e+001dB,-5.15807081395968e-001°)
4.15910610493963e+002	(5.96019194613849e+001dB,-3.06369834730699e-001°)	(6.12203654028632e+001dB,-3.34035127948267e-001°)	(6.16510834021873e+001dB,-3.43414147393381e-001°)	(6.25488118321759e+001dB,-3.65267841066915e-001°)	(6.40060013096823e+001dB,-4.07401272096998e-001°)	(6.68648283618754e+001dB,-5.16996075180548e-001°)
4.16869383470276e+002	(5.96019188901371e+001dB,-3.07076076698355e-001°)	(6.12203647234015e+001dB,-3.34805141008328e-001°)	(6.16510826838979e+001dB,-3.44205779810450e-001°)	(6.25488110193938e+001dB,-3.66109847590535e-001°)	(6.40060002980853e+001dB,-4.08340397347235e-001°)	(6.68648267319417e+001dB,-5.18187809435280e-001°)
4.17830366646563e+002	(5.96019183162735e+001dB,-3.07783946629444e-001°)	(6.12203640407589e+001dB,-3.35576929009233e-001°)	(6.16510819622938e+001dB,-3.44999236997375e-001°)	(6.25488102027427e+001dB,-3.66953794976606e-001°)	(6.40059992818508e+001dB,-4.09281687286701e-001°)	(6.68648250944714e+001dB,-5.19382290471324e-001°)
4.18793565117859e+002	(5.96019177397698e+001dB,-3.08493448275757e-001°)	(6.12203633549936e+001dB,-3.36350496044599e-001°)	(6.16510812373168e+001dB,-3.45794523158074e-001°)	(6.25488093823879e+001dB,-3.67799687705838e-001°)	(6.40059982609112e+001dB,-4.10225146901809e-001°)	(6.68648234493874e+001dB,-5.20579524615066e-001°)
4.19758983990948e+002	(5.96019171605902e+001dB,-3.09204585397293e-001°)	(6.12203626660225e+001dB,-3.37125846212048e-001°)	(6.16510805090825e+001dB,-3.46591642513034e-001°)	(6.25488085581955e+001dB,-3.68647530256701e-001°)	(6.40059972352966e+001dB,-4.11170781195109e-001°)	(6.68648217968392e+001dB,-5.21779518220910e-001°)
4.20726628384385e+002	(5.96019165787400e+001dB,-3.09917361764192e-001°)	(6.12203619739104e+001dB,-3.37902983624327e-001°)	(6.16510797774001e+001dB,-3.47390599280328e-001°)	(6.25488077302395e+001dB,-3.69497327126751e-001°)	(6.40059962049228e+001dB,-4.12118595175252e-001°)	(6.68648201365156e+001dB,-5.22982277630428e-001°)
4.21696503428523e+002	(5.96019159942235e+001dB,-3.10631781155210e-001°)	(6.12203612785596e+001dB,-3.38681912397410e-001°)	(6.16510790423952e+001dB,-3.48191397700299e-001°)	(6.25488068985317e+001dB,-3.70349082821284e-001°)	(6.40059951697707e+001dB,-4.13068593865511e-001°)	(6.68648184686193e+001dB,-5.24187809230492e-001°)
4.22668614265543e+002	(5.96019154069929e+001dB,-3.11347847355996e-001°)	(6.12203605800744e+001dB,-3.39462636664538e-001°)	(6.16510783039854e+001dB,-3.48994042014809e-001°)	(6.25488060629408e+001dB,-3.71202801849911e-001°)	(6.40059941299086e+001dB,-4.14020782304872e-001°)	(6.68648167929967e+001dB,-5.25396119401410e-001°)
4.23642966049481e+002	(5.96019148170086e+001dB,-3.12065564161217e-001°)	(6.12203598783845e+001dB,-3.40245160561755e-001°)	(6.16510775621630e+001dB,-3.49798536478471e-001°)	(6.25488052234380e+001dB,-3.72058488736996e-001°)	(6.40059930851669e+001dB,-4.14975165532666e-001°)	(6.68648151096538e+001dB,-5.26607214547708e-001°)
4.24619563946253e+002	(5.96019142243841e+001dB,-3.12784935379717e-001°)	(6.12203591733303e+001dB,-3.41029488231126e-001°)	(6.16510768169510e+001dB,-3.50604885356900e-001°)	(6.25488043800893e+001dB,-3.72916148021315e-001°)	(6.40059920356183e+001dB,-4.15931748611298e-001°)	(6.68648134185227e+001dB,-5.27821101084226e-001°)
4.25598413133683e+002	(5.96019136289639e+001dB,-3.13505964819547e-001°)	(6.12203584650754e+001dB,-3.41815623836848e-001°)	(6.16510760682462e+001dB,-3.51413092920509e-001°)	(6.25488035329062e+001dB,-3.73775784249838e-001°)	(6.40059909813319e+001dB,-4.16890536614726e-001°)	(6.68648117195836e+001dB,-5.29037785443488e-001°)
4.26579518801532e+002	(5.96019130308260e+001dB,-3.14228656305834e-001°)	(6.12203577535922e+001dB,-3.42603571545281e-001°)	(6.16510753160908e+001dB,-3.52223163455380e-001°)	(6.25488026817636e+001dB,-3.74637401974150e-001°)	(6.40059899220520e+001dB,-4.17851534613090e-001°)	(6.68648100128081e+001dB,-5.30257274072316e-001°)
4.27562886151526e+002	(5.96019124298790e+001dB,-3.14953013666499e-001°)	(6.12203570387560e+001dB,-3.43393335528553e-001°)	(6.16510745605017e+001dB,-3.53035101256458e-001°)	(6.25488018266786e+001dB,-3.75501005762417e-001°)	(6.40059888579362e+001dB,-4.18814747707903e-001°)	(6.68648082981551e+001dB,-5.31479573431615e-001°)
4.28548520397379e+002	(5.96019118262210e+001dB,-3.15679040745070e-001°)	(6.12203563207118e+001dB,-3.44184919979013e-001°)	(6.16510738014105e+001dB,-3.53848910625161e-001°)	(6.25488009677155e+001dB,-3.76366600195332e-001°)	(6.40059877888903e+001dB,-4.19780181000475e-001°)	(6.68648065755849e+001dB,-5.32704689997227e-001°)
4.29536426764826e+002	(5.96019112197241e+001dB,-3.16406741385803e-001°)	(6.12203555992446e+001dB,-3.44978329084501e-001°)	(6.16510730388643e+001dB,-3.54664595877467e-001°)	(6.25488001046820e+001dB,-3.77234189853158e-001°)	(6.40059867149307e+001dB,-4.20747839609106e-001°)	(6.68648048451291e+001dB,-5.33932630264325e-001°)
4.30526610491650e+002	(5.96019106104636e+001dB,-3.17136119449117e-001°)	(6.12203548745575e+001dB,-3.45773567058984e-001°)	(6.16510722727080e+001dB,-3.55482161331103e-001°)	(6.25487992377221e+001dB,-3.78103779341161e-001°)	(6.40059856359661e+001dB,-4.21717728658715e-001°)	(6.68648031066300e+001dB,-5.35163400731394e-001°)
4.31519076827704e+002	(5.96019099983987e+001dB,-3.17867178800189e-001°)	(6.12203541464705e+001dB,-3.46570638111031e-001°)	(6.16510715030254e+001dB,-3.56301611323455e-001°)	(6.25487983667538e+001dB,-3.78975373265456e-001°)	(6.40059845520951e+001dB,-4.22689853295207e-001°)	(6.68648013601118e+001dB,-5.36397007923071e-001°)
4.32513831034947e+002	(5.96019093835247e+001dB,-3.18599923314370e-001°)	(6.12203534149991e+001dB,-3.47369546466613e-001°)	(6.16510707298327e+001dB,-3.57122950199142e-001°)	(6.25487974917680e+001dB,-3.79848976245974e-001°)	(6.40059834632085e+001dB,-4.23664218666299e-001°)	(6.68647996055217e+001dB,-5.37633458374281e-001°)
4.33510878387467e+002	(5.96019087657772e+001dB,-3.19334356873754e-001°)	(6.12203526801337e+001dB,-3.48170296360438e-001°)	(6.16510699531063e+001dB,-3.57946182311205e-001°)	(6.25487966126904e+001dB,-3.80724592910401e-001°)	(6.40059823692507e+001dB,-4.24640829934165e-001°)	(6.68647978428458e+001dB,-5.38872758637415e-001°)
4.34510224171510e+002	(5.96019081451220e+001dB,-3.20070483370524e-001°)	(6.12203519419829e+001dB,-3.48972892041727e-001°)	(6.16510691727135e+001dB,-3.58771312018231e-001°)	(6.25487957296224e+001dB,-3.81602227904782e-001°)	(6.40059812702333e+001dB,-4.25619692276090e-001°)	(6.68647960720046e+001dB,-5.40114915275855e-001°)
4.35511873685507e+002	(5.96019075216385e+001dB,-3.20808306709943e-001°)	(6.12203512003392e+001dB,-3.49777337756853e-001°)	(6.16510683887424e+001dB,-3.59598343697887e-001°)	(6.25487948424668e+001dB,-3.82481885877194e-001°)	(6.40059801662323e+001dB,-4.26600810884483e-001°)	(6.68647942930399e+001dB,-5.41359934875651e-001°)
4.36515832240104e+002	(5.96019068953268e+001dB,-3.21547830803399e-001°)	(6.12203504553228e+001dB,-3.50583637775065e-001°)	(6.16510676011455e+001dB,-3.60427281732380e-001°)	(6.25487939511796e+001dB,-3.83363571488722e-001°)	(6.40059790570205e+001dB,-4.27584190948907e-001°)	(6.68647925058363e+001dB,-5.42607824028307e-001°)
4.37522105158190e+002	(5.96019062660913e+001dB,-3.22289059567792e-001°)	(6.12203497067840e+001dB,-3.51391796364667e-001°)	(6.16510668099229e+001dB,-3.61258130515947e-001°)	(6.25487930558211e+001dB,-3.84247289415802e-001°)	(6.40059779427373e+001dB,-4.28569837688774e-001°)	(6.68647907103406e+001dB,-5.43858589344246e-001°)
4.38530697774923e+002	(5.96019056339588e+001dB,-3.23031996933518e-001°)	(6.12203489549055e+001dB,-3.52201817817108e-001°)	(6.16510660150574e+001dB,-3.62090894452276e-001°)	(6.25487921563267e+001dB,-3.85133044340113e-001°)	(6.40059768233202e+001dB,-4.29557756325666e-001°)	(6.68647889066715e+001dB,-5.45112237459972e-001°)
4.39541615437762e+002	(5.96019049989131e+001dB,-3.23776646838454e-001°)	(6.12203481994456e+001dB,-3.53013706416680e-001°)	(6.16510652164967e+001dB,-3.62925577953721e-001°)	(6.25487912526761e+001dB,-3.86020840956119e-001°)	(6.40059756987796e+001dB,-4.30547952096766e-001°)	(6.68647870946009e+001dB,-5.46368775005549e-001°)
4.40554863506491e+002	(5.96019043609407e+001dB,-3.24523013229658e-001°)	(6.12203474405700e+001dB,-3.53827466473955e-001°)	(6.16510644142423e+001dB,-3.63762185445035e-001°)	(6.25487903448510e+001dB,-3.86910683969175e-001°)	(6.40059745689664e+001dB,-4.31540430243484e-001°)	(6.68647852741565e+001dB,-5.47628208642312e-001°)
4.41570447353250e+002	(5.96019037200158e+001dB,-3.25271100062852e-001°)	(6.12203466781249e+001dB,-3.54643102296529e-001°)	(6.16510636083181e+001dB,-3.64600721362115e-001°)	(6.25487894328378e+001dB,-3.87802578095660e-001°)	(6.40059734340296e+001dB,-4.32535196033986e-001°)	(6.68647834453083e+001dB,-5.48890545043308e-001°)
4.42588372362563e+002	(5.96019030760809e+001dB,-3.26020911301645e-001°)	(6.12203459122441e+001dB,-3.55460618213596e-001°)	(6.16510627987248e+001dB,-3.65441190150117e-001°)	(6.25487885166031e+001dB,-3.88696528061967e-001°)	(6.40059722937309e+001dB,-4.33532254729426e-001°)	(6.68647816080461e+001dB,-5.50155790898275e-001°)
4.43608643931369e+002	(5.96019024292479e+001dB,-3.26772450925116e-001°)	(6.12203451427979e+001dB,-3.56280018553610e-001°)	(6.16510619853228e+001dB,-3.66283596258565e-001°)	(6.25487875961764e+001dB,-3.89592538608170e-001°)	(6.40059711482681e+001dB,-4.34531611624701e-001°)	(6.68647797623023e+001dB,-5.51423952908657e-001°)
4.44631267469045e+002	(5.96019017793809e+001dB,-3.27525722912279e-001°)	(6.12203443697865e+001dB,-3.57101307660278e-001°)	(6.16510611682172e+001dB,-3.67127944157485e-001°)	(6.25487866713988e+001dB,-3.90490614476874e-001°)	(6.40059699974991e+001dB,-4.35533272010040e-001°)	(6.68647779080609e+001dB,-5.52695037794626e-001°)
4.45656248397440e+002	(5.96019011265901e+001dB,-3.28280731260483e-001°)	(6.12203435932518e+001dB,-3.57924489889030e-001°)	(6.16510603472455e+001dB,-3.67974238315972e-001°)	(6.25487857424583e+001dB,-3.91390760437078e-001°)	(6.40059688414223e+001dB,-4.36537241194833e-001°)	(6.68647760452047e+001dB,-5.53969052285432e-001°)
4.46683592150899e+002	(5.96019004707435e+001dB,-3.29037479967273e-001°)	(6.12203428130621e+001dB,-3.58749569598242e-001°)	(6.16510595225951e+001dB,-3.68822483228113e-001°)	(6.25487848092452e+001dB,-3.92292981255490e-001°)	(6.40059676799834e+001dB,-4.37543524498084e-001°)	(6.68647741738212e+001dB,-5.55246003138802e-001°)
4.47713304176299e+002	(5.96018998118333e+001dB,-3.29795973044020e-001°)	(6.12203420293110e+001dB,-3.59576551165544e-001°)	(6.16510586940904e+001dB,-3.69672683383082e-001°)	(6.25487838716873e+001dB,-3.93197281711478e-001°)	(6.40059665132142e+001dB,-4.38552127255337e-001°)	(6.68647722937538e+001dB,-5.56525897112504e-001°)
4.48745389933068e+002	(5.96018991498711e+001dB,-3.30556214512050e-001°)	(6.12203412419049e+001dB,-3.60405438970968e-001°)	(6.16510578617017e+001dB,-3.70524843286579e-001°)	(6.25487829297963e+001dB,-3.94103666599161e-001°)	(6.40059653410342e+001dB,-4.39563054808834e-001°)	(6.68647704050097e+001dB,-5.57808740990321e-001°)
4.49779854893224e+002	(5.96018984849132e+001dB,-3.31318208403707e-001°)	(6.12203404509473e+001dB,-3.61236237412771e-001°)	(6.16510570255273e+001dB,-3.71378967460032e-001°)	(6.25487819835489e+001dB,-3.95012140722113e-001°)	(6.40059641634799e+001dB,-4.40576312518984e-001°)	(6.68647685075681e+001dB,-5.59094541569817e-001°)
4.50816704541396e+002	(5.96018978169000e+001dB,-3.32081958756218e-001°)	(6.12203396562408e+001dB,-3.62068950886919e-001°)	(6.16510561855464e+001dB,-3.72235060430314e-001°)	(6.25487810329559e+001dB,-3.95922708896585e-001°)	(6.40059629804504e+001dB,-4.41591905751615e-001°)	(6.68647666013783e+001dB,-5.60383305662359e-001°)
4.51855944374858e+002	(5.96018971457484e+001dB,-3.32847469615211e-001°)	(6.12203388579147e+001dB,-3.62903583813004e-001°)	(6.16510553415758e+001dB,-3.73093126727774e-001°)	(6.25487800779467e+001dB,-3.96835375946191e-001°)	(6.40059617919923e+001dB,-4.42609839892377e-001°)	(6.68647646863646e+001dB,-5.61675040093390e-001°)
4.52897579903556e+002	(5.96018964715124e+001dB,-3.33614745040845e-001°)	(6.12203380559217e+001dB,-3.63740140613511e-001°)	(6.16510544938167e+001dB,-3.73953170909597e-001°)	(6.25487791185759e+001dB,-3.97750146711349e-001°)	(6.40059605980277e+001dB,-4.43630120333024e-001°)	(6.68647627625141e+001dB,-5.62969751708083e-001°)
4.53941616650138e+002	(5.96018957941635e+001dB,-3.34383789099512e-001°)	(6.12203372502282e+001dB,-3.64578625721686e-001°)	(6.16510536420785e+001dB,-3.74815197526748e-001°)	(6.25487781547365e+001dB,-3.98667026036278e-001°)	(6.40059593985380e+001dB,-4.44652752480759e-001°)	(6.68647608297994e+001dB,-5.64267447366472e-001°)
4.54988060149983e+002	(5.96018951137001e+001dB,-3.35154605867971e-001°)	(6.12203364407914e+001dB,-3.65419043580569e-001°)	(6.16510527864591e+001dB,-3.75679211153009e-001°)	(6.25487771864489e+001dB,-3.99586018782182e-001°)	(6.40059581935086e+001dB,-4.45677741755399e-001°)	(6.68647588881027e+001dB,-5.65568133938496e-001°)
4.56036915951231e+002	(5.96018944301201e+001dB,-3.35927199432404e-001°)	(6.12203356276407e+001dB,-3.66261398646493e-001°)	(6.16510519268963e+001dB,-3.76545216365832e-001°)	(6.25487762136396e+001dB,-4.00507129817134e-001°)	(6.40059569829944e+001dB,-4.46705093592834e-001°)	(6.68647569375540e+001dB,-5.66871818326008e-001°)
4.57088189614810e+002	(5.96018937433506e+001dB,-3.36701573885671e-001°)	(6.12203348106548e+001dB,-3.67105695379708e-001°)	(6.16510510632926e+001dB,-3.77413217751720e-001°)	(6.25487752364320e+001dB,-4.01430364029499e-001°)	(6.40059557668060e+001dB,-4.47734813428990e-001°)	(6.68647549779104e+001dB,-5.68178507422577e-001°)
4.58141886714468e+002	(5.96018930534164e+001dB,-3.37477733333793e-001°)	(6.12203339899881e+001dB,-3.67951938262347e-001°)	(6.16510501957454e+001dB,-3.78283219916103e-001°)	(6.25487742546964e+001dB,-4.02355726307241e-001°)	(6.40059545450699e+001dB,-4.48766906728467e-001°)	(6.68647530092861e+001dB,-5.69488208160802e-001°)
4.59198012836803e+002	(5.96018923602982e+001dB,-3.38255681890588e-001°)	(6.12203331655478e+001dB,-3.68800131776469e-001°)	(6.16510493242169e+001dB,-3.79155227469228e-001°)	(6.25487732684072e+001dB,-4.03283221554420e-001°)	(6.40059533176906e+001dB,-4.49801378957089e-001°)	(6.68647510315570e+001dB,-5.70800927473785e-001°)
4.60256573581290e+002	(5.96018916639816e+001dB,-3.39035423679522e-001°)	(6.12203323372646e+001dB,-3.69650280415448e-001°)	(6.16510484485779e+001dB,-3.80029245028000e-001°)	(6.25487722776361e+001dB,-4.04212854690844e-001°)	(6.40059520845874e+001dB,-4.50838235594047e-001°)	(6.68647490446480e+001dB,-5.72116672313766e-001°)
