Freq.	V(ol5)	V(ol9)	V(ol10)	V(ol12)	V(ol15)	V(ol20)
1.75388050184165e+001	(5.96020429984463e+001dB,-1.29196311009341e-002°)	(6.12205123534626e+001dB,-1.40863032086284e-002°)	(6.16512387432763e+001dB,-1.44818269601012e-002°)	(6.25489876218643e+001dB,-1.54034247278398e-002°)	(6.40062200784878e+001dB,-1.71802573924137e-002°)	(6.68651808748432e+001dB,-2.18021332124963e-002°)
1.75792361395858e+001	(5.96020429974186e+001dB,-1.29494139254749e-002°)	(6.12205123523032e+001dB,-1.41187754899330e-002°)	(6.16512387420154e+001dB,-1.45152110176533e-002°)	(6.25489876204466e+001dB,-1.54389332873905e-002°)	(6.40062200767353e+001dB,-1.72198619736589e-002°)	(6.68651808719166e+001dB,-2.18523923152288e-002°)
1.76197604641151e+001	(5.96020429964247e+001dB,-1.29792654065670e-002°)	(6.12205123510482e+001dB,-1.41513226274226e-002°)	(6.16512387407127e+001dB,-1.45486720333368e-002°)	(6.25489876189830e+001dB,-1.54745237025437e-002°)	(6.40062200749528e+001dB,-1.72595578528336e-002°)	(6.68651808689856e+001dB,-2.19027672771474e-002°)
1.76603782068605e+001	(5.96020429953920e+001dB,-1.30091857023722e-002°)	(6.12205123498495e+001dB,-1.41839447939039e-002°)	(6.16512387394064e+001dB,-1.45822101846212e-002°)	(6.25489876175113e+001dB,-1.55101961620627e-002°)	(6.40062200731499e+001dB,-1.72993452404204e-002°)	(6.68651808660588e+001dB,-2.19532583653562e-002°)
1.77010895831730e+001	(5.96020429943849e+001dB,-1.30391749716209e-002°)	(6.12205123485984e+001dB,-1.42166421621605e-002°)	(6.16512387380846e+001dB,-1.46158256493033e-002°)	(6.25489876160243e+001dB,-1.55459508550665e-002°)	(6.40062200712942e+001dB,-1.73392243473033e-002°)	(6.68651808631188e+001dB,-2.20038658475117e-002°)
1.77418948089005e+001	(5.96020429933058e+001dB,-1.30692333731674e-002°)	(6.12205123473632e+001dB,-1.42494149056613e-002°)	(6.16512387368236e+001dB,-1.46495186057362e-002°)	(6.25489876146237e+001dB,-1.55817879713036e-002°)	(6.40062200694794e+001dB,-1.73791953851030e-002°)	(6.68651808601864e+001dB,-2.20545899919807e-002°)
1.77827941003880e+001	(5.96020429922590e+001dB,-1.30993610665338e-002°)	(6.12205123461562e+001dB,-1.42822631981840e-002°)	(6.16512387355122e+001dB,-1.46832892323706e-002°)	(6.25489876131089e+001dB,-1.56177077004223e-002°)	(6.40062200676167e+001dB,-1.74192585655658e-002°)	(6.68651808572040e+001dB,-2.21054310675526e-002°)
1.78237876744797e+001	(5.96020429912641e+001dB,-1.31295582114841e-002°)	(6.12205123449125e+001dB,-1.43151872137818e-002°)	(6.16512387342392e+001dB,-1.47171377084039e-002°)	(6.25489876116009e+001dB,-1.56537102330800e-002°)	(6.40062200657631e+001dB,-1.74594141012155e-002°)	(6.68651808542240e+001dB,-2.21563893439137e-002°)
1.78648757485193e+001	(5.96020429901759e+001dB,-1.31598249679024e-002°)	(6.12205123436652e+001dB,-1.43481871270678e-002°)	(6.16512387328891e+001dB,-1.47510642131033e-002°)	(6.25489876101713e+001dB,-1.56897957602874e-002°)	(6.40062200638918e+001dB,-1.74996622048997e-002°)	(6.68651808512667e+001dB,-2.22074650912908e-002°)
1.79060585403518e+001	(5.96020429891099e+001dB,-1.31901614964337e-002°)	(6.12205123423755e+001dB,-1.43812631129410e-002°)	(6.16512387315545e+001dB,-1.47850689264992e-002°)	(6.25489876086246e+001dB,-1.57259644730161e-002°)	(6.40062200620310e+001dB,-1.75400030900657e-002°)	(6.68651808482471e+001dB,-2.22586585802678e-002°)
1.79473362683241e+001	(5.96020429880880e+001dB,-1.32205679579521e-002°)	(6.12205123411109e+001dB,-1.44144153468773e-002°)	(6.16512387301937e+001dB,-1.48191520288107e-002°)	(6.25489876071221e+001dB,-1.57622165633179e-002°)	(6.40062200601919e+001dB,-1.75804369706201e-002°)	(6.68651808452320e+001dB,-2.23099700824356e-002°)
1.79887091512867e+001	(5.96020429870377e+001dB,-1.32510445135603e-002°)	(6.12205123398672e+001dB,-1.44476440046400e-002°)	(6.16512387288469e+001dB,-1.48533137008110e-002°)	(6.25489876055943e+001dB,-1.57985522232728e-002°)	(6.40062200582884e+001dB,-1.76209640607657e-002°)	(6.68651808421757e+001dB,-2.23613998697268e-002°)
1.80301774085945e+001	(5.96020429859172e+001dB,-1.32815913247790e-002°)	(6.12205123385773e+001dB,-1.44809492622936e-002°)	(6.16512387275424e+001dB,-1.48875541236707e-002°)	(6.25489876040793e+001dB,-1.58349716455979e-002°)	(6.40062200563896e+001dB,-1.76615845755123e-002°)	(6.68651808391528e+001dB,-2.24129482150074e-002°)
1.80717412601081e+001	(5.96020429848518e+001dB,-1.33122085537532e-002°)	(6.12205123373543e+001dB,-1.45143312966058e-002°)	(6.16512387261825e+001dB,-1.49218734787622e-002°)	(6.25489876025545e+001dB,-1.58714750233440e-002°)	(6.40062200544856e+001dB,-1.77022987302053e-002°)	(6.68651808360775e+001dB,-2.24646153913616e-002°)
1.81134009261948e+001	(5.96020429838235e+001dB,-1.33428963627860e-002°)	(6.12205123360814e+001dB,-1.45477902843722e-002°)	(6.16512387247869e+001dB,-1.49562719480765e-002°)	(6.25489876010064e+001dB,-1.59080625500241e-002°)	(6.40062200525778e+001dB,-1.77431067407104e-002°)	(6.68651808329861e+001dB,-2.25164016728159e-002°)
1.81551566277301e+001	(5.96020429826897e+001dB,-1.33736549143640e-002°)	(6.12205123347429e+001dB,-1.45813264029619e-002°)	(6.16512387234782e+001dB,-1.49907497142011e-002°)	(6.25489875994618e+001dB,-1.59447344196701e-002°)	(6.40062200506541e+001dB,-1.77840088233627e-002°)	(6.68651808298739e+001dB,-2.25683073339251e-002°)
1.81970085860986e+001	(5.96020429816501e+001dB,-1.34044843718698e-002°)	(6.12205123334538e+001dB,-1.46149398303713e-002°)	(6.16512387221138e+001dB,-1.50253069596896e-002°)	(6.25489875979227e+001dB,-1.59814908267169e-002°)	(6.40062200487265e+001dB,-1.78250051950453e-002°)	(6.68651808267699e+001dB,-2.26203326499612e-002°)
1.82389570231952e+001	(5.96020429805136e+001dB,-1.34353848984671e-002°)	(6.12205123321581e+001dB,-1.46486307447224e-002°)	(6.16512387207202e+001dB,-1.50599438678058e-002°)	(6.25489875963503e+001dB,-1.60183319659714e-002°)	(6.40062200468168e+001dB,-1.78660960731616e-002°)	(6.68651808236335e+001dB,-2.26724778966526e-002°)
1.82810021614262e+001	(5.96020429794076e+001dB,-1.34663566581813e-002°)	(6.12205123308657e+001dB,-1.46823993246578e-002°)	(6.16512387193652e+001dB,-1.50946606223082e-002°)	(6.25489875947940e+001dB,-1.60552580328527e-002°)	(6.40062200448925e+001dB,-1.79072816755044e-002°)	(6.68651808205398e+001dB,-2.27247433506630e-002°)
1.83231442237109e+001	(5.96020429783639e+001dB,-1.34973998152709e-002°)	(6.12205123295284e+001dB,-1.47162457491340e-002°)	(6.16512387179652e+001dB,-1.51294574071173e-002°)	(6.25489875932243e+001dB,-1.60922692230843e-002°)	(6.40062200428979e+001dB,-1.79485622203221e-002°)	(6.68651808173856e+001dB,-2.27771292888308e-002°)
1.83653834334822e+001	(5.96020429772358e+001dB,-1.35285145340987e-002°)	(6.12205123281980e+001dB,-1.47501701976880e-002°)	(6.16512387165675e+001dB,-1.51643344068032e-002°)	(6.25489875916117e+001dB,-1.61293657328420e-002°)	(6.40062200409387e+001dB,-1.79899379266963e-002°)	(6.68651808142024e+001dB,-2.28296359889814e-002°)
1.84077200146883e+001	(5.96020429760946e+001dB,-1.35597009797405e-002°)	(6.12205123269277e+001dB,-1.47841728502742e-002°)	(6.16512387151540e+001dB,-1.51992918062496e-002°)	(6.25489875900723e+001dB,-1.61665477590214e-002°)	(6.40062200389556e+001dB,-1.80314090138748e-002°)	(6.68651808110761e+001dB,-2.28822637297263e-002°)
1.84501541917935e+001	(5.96020429749498e+001dB,-1.35909593175584e-002°)	(6.12205123255600e+001dB,-1.48182538869049e-002°)	(6.16512387137863e+001dB,-1.52343297909039e-002°)	(6.25489875884657e+001dB,-1.62038154984991e-002°)	(6.40062200370276e+001dB,-1.80729757018963e-002°)	(6.68651808078056e+001dB,-2.29350127895642e-002°)
1.84926861897795e+001	(5.96020429738432e+001dB,-1.36222897133467e-002°)	(6.12205123242277e+001dB,-1.48524134884992e-002°)	(6.16512387123462e+001dB,-1.52694485463284e-002°)	(6.25489875868718e+001dB,-1.62411691490124e-002°)	(6.40062200349656e+001dB,-1.81146382107527e-002°)	(6.68651808046299e+001dB,-2.29878834487922e-002°)
1.85353162341469e+001	(5.96020429727005e+001dB,-1.36536923330998e-002°)	(6.12205123228656e+001dB,-1.48866518360569e-002°)	(6.16512387109261e+001dB,-1.53046482588799e-002°)	(6.25489875852761e+001dB,-1.62786089085799e-002°)	(6.40062200330009e+001dB,-1.81563967618123e-002°)	(6.68651808014135e+001dB,-2.30408759873698e-002°)
1.85780445509157e+001	(5.96020429715779e+001dB,-1.36851673433985e-002°)	(6.12205123214995e+001dB,-1.49209691111501e-002°)	(6.16512387094844e+001dB,-1.53399291151110e-002°)	(6.25489875836639e+001dB,-1.63161349756756e-002°)	(6.40062200309628e+001dB,-1.81982515761214e-002°)	(6.68651807981676e+001dB,-2.30939906862870e-002°)
1.86208713666274e+001	(5.96020429704653e+001dB,-1.37167149111060e-002°)	(6.12205123201717e+001dB,-1.49553654957982e-002°)	(6.16512387081055e+001dB,-1.53752913022261e-002°)	(6.25489875820476e+001dB,-1.63537475492828e-002°)	(6.40062200289486e+001dB,-1.82402028757915e-002°)	(6.68651807949709e+001dB,-2.31472278273610e-002°)
1.86637969083454e+001	(5.96020429693232e+001dB,-1.37483352034212e-002°)	(6.12205123188118e+001dB,-1.49898411722465e-002°)	(6.16512387066342e+001dB,-1.54107350074383e-002°)	(6.25489875804111e+001dB,-1.63914468287888e-002°)	(6.40062200269476e+001dB,-1.82822508832227e-002°)	(6.68651807916149e+001dB,-2.32005876922967e-002°)
1.87068214036567e+001	(5.96020429681388e+001dB,-1.37800283879715e-002°)	(6.12205123174347e+001dB,-1.50243963233078e-002°)	(6.16512387051861e+001dB,-1.54462604188708e-002°)	(6.25489875788090e+001dB,-1.64292330141742e-002°)	(6.40062200248999e+001dB,-1.83243958212239e-002°)	(6.68651807883840e+001dB,-2.32540705647569e-002°)
1.87499450806729e+001	(5.96020429669921e+001dB,-1.38117946329167e-002°)	(6.12205123160701e+001dB,-1.50590311322403e-002°)	(6.16512387037366e+001dB,-1.54818677248310e-002°)	(6.25489875771539e+001dB,-1.64671063056132e-002°)	(6.40062200228915e+001dB,-1.83666379134231e-002°)	(6.68651807850947e+001dB,-2.33076767278157e-002°)
1.87931681680314e+001	(5.96020429658650e+001dB,-1.38436341066508e-002°)	(6.12205123146754e+001dB,-1.50937457826014e-002°)	(6.16512387022788e+001dB,-1.55175571140947e-002°)	(6.25489875754847e+001dB,-1.65050669039789e-002°)	(6.40062200207749e+001dB,-1.84089773834746e-002°)	(6.68651807817656e+001dB,-2.33614064657369e-002°)
1.88364908948967e+001	(5.96020429646565e+001dB,-1.38755469778232e-002°)	(6.12205123132959e+001dB,-1.51285404585225e-002°)	(6.16512387007485e+001dB,-1.55533287757682e-002°)	(6.25489875738023e+001dB,-1.65431150105364e-002°)	(6.40062200187186e+001dB,-1.84514144562108e-002°)	(6.68651807784227e+001dB,-2.34152600634582e-002°)
1.88799134909617e+001	(5.96020429634847e+001dB,-1.39075334158195e-002°)	(6.12205123118870e+001dB,-1.51634153444043e-002°)	(6.16512386993281e+001dB,-1.55891828998339e-002°)	(6.25489875721379e+001dB,-1.65812508270716e-002°)	(6.40062200166294e+001dB,-1.84939493564341e-002°)	(6.68651807750882e+001dB,-2.34692378065658e-002°)
1.89234361864485e+001	(5.96020429622870e+001dB,-1.39395935901291e-002°)	(6.12205123105198e+001dB,-1.51983706252737e-002°)	(6.16512386978393e+001dB,-1.56251196760699e-002°)	(6.25489875705204e+001dB,-1.66194745558325e-002°)	(6.40062200146048e+001dB,-1.85365823098652e-002°)	(6.68651807717661e+001dB,-2.35233399812557e-002°)
1.89670592121102e+001	(5.96020429611301e+001dB,-1.39717276708387e-002°)	(6.12205123091326e+001dB,-1.52334064863522e-002°)	(6.16512386963444e+001dB,-1.56611392951197e-002°)	(6.25489875687878e+001dB,-1.66577863991695e-002°)	(6.40062200124760e+001dB,-1.85793135421832e-002°)	(6.68651807683198e+001dB,-2.35775668740034e-002°)
1.90107827992317e+001	(5.96020429599236e+001dB,-1.40039358281752e-002°)	(6.12205123076884e+001dB,-1.52685231133329e-002°)	(6.16512386948334e+001dB,-1.56972419479376e-002°)	(6.25489875671108e+001dB,-1.66961865605322e-002°)	(6.40062200103608e+001dB,-1.86221432801934e-002°)	(6.68651807649701e+001dB,-2.36319187729099e-002°)
1.90546071796312e+001	(5.96020429587493e+001dB,-1.40362182330337e-002°)	(6.12205123062824e+001dB,-1.53037206925652e-002°)	(6.16512386933676e+001dB,-1.57334278260472e-002°)	(6.25489875654124e+001dB,-1.67346752433683e-002°)	(6.40062200082501e+001dB,-1.86650717509563e-002°)	(6.68651807615692e+001dB,-2.36863959657447e-002°)
1.90985325856611e+001	(5.96020429575975e+001dB,-1.40685750565578e-002°)	(6.12205123048323e+001dB,-1.53389994105209e-002°)	(6.16512386918641e+001dB,-1.57696971211528e-002°)	(6.25489875636870e+001dB,-1.67732526517300e-002°)	(6.40062200061267e+001dB,-1.87080991820372e-002°)	(6.68651807581554e+001dB,-2.37409987414435e-002°)
1.91425592502096e+001	(5.96020429563805e+001dB,-1.41010064701582e-002°)	(6.12205123034096e+001dB,-1.53743594543680e-002°)	(6.16512386903538e+001dB,-1.58060500256059e-002°)	(6.25489875619269e+001dB,-1.68119189901351e-002°)	(6.40062200040190e+001dB,-1.87512258016241e-002°)	(6.68651807546931e+001dB,-2.37957273894075e-002°)
1.91866874067016e+001	(5.96020429551450e+001dB,-1.41335126458588e-002°)	(6.12205123019363e+001dB,-1.54098010114459e-002°)	(6.16512386888127e+001dB,-1.58424867321032e-002°)	(6.25489875602916e+001dB,-1.68506744638959e-002°)	(6.40062200017998e+001dB,-1.87944518380974e-002°)	(6.68651807512343e+001dB,-2.38505821999446e-002°)
1.92309172891003e+001	(5.96020429539153e+001dB,-1.41660937560422e-002°)	(6.12205123005218e+001dB,-1.54453242698541e-002°)	(6.16512386872381e+001dB,-1.58790074338230e-002°)	(6.25489875585339e+001dB,-1.68895192780150e-002°)	(6.40062199997090e+001dB,-1.88377775211517e-002°)	(6.68651807477458e+001dB,-2.39055634637976e-002°)
1.92752491319080e+001	(5.96020429527427e+001dB,-1.41987499735340e-002°)	(6.12205122990697e+001dB,-1.54809294177639e-002°)	(6.16512386857533e+001dB,-1.59156123246176e-002°)	(6.25489875567960e+001dB,-1.69284536387166e-002°)	(6.40062199975561e+001dB,-1.88812030800864e-002°)	(6.68651807442985e+001dB,-2.39606714726663e-002°)
1.93196831701679e+001	(5.96020429515025e+001dB,-1.42314814712721e-002°)	(6.12205122976167e+001dB,-1.55166166440147e-002°)	(6.16512386842227e+001dB,-1.59523015983167e-002°)	(6.25489875550352e+001dB,-1.69674777523444e-002°)	(6.40062199953798e+001dB,-1.89247287452226e-002°)	(6.68651807408328e+001dB,-2.40159065185654e-002°)
1.93642196394647e+001	(5.96020429502794e+001dB,-1.42642884229327e-002°)	(6.12205122961512e+001dB,-1.55523861377960e-002°)	(6.16512386826684e+001dB,-1.59890754494836e-002°)	(6.25489875532905e+001dB,-1.70065918258761e-002°)	(6.40062199931793e+001dB,-1.89683547473268e-002°)	(6.68651807372883e+001dB,-2.40712688941782e-002°)
1.94088587759265e+001	(5.96020429490167e+001dB,-1.42971710023629e-002°)	(6.12205122947113e+001dB,-1.55882380888217e-002°)	(6.16512386811192e+001dB,-1.60259340731418e-002°)	(6.25489875515183e+001dB,-1.70457960666064e-002°)	(6.40062199910112e+001dB,-1.90120813178220e-002°)	(6.68651807337561e+001dB,-2.41267588932812e-002°)
1.94536008162253e+001	(5.96020429478112e+001dB,-1.43301293840608e-002°)	(6.12205122931588e+001dB,-1.56241726869298e-002°)	(6.16512386795069e+001dB,-1.60628776645871e-002°)	(6.25489875498022e+001dB,-1.70850906825539e-002°)	(6.40062199888102e+001dB,-1.90559086884015e-002°)	(6.68651807301928e+001dB,-2.41823768099573e-002°)
1.94984459975791e+001	(5.96020429464607e+001dB,-1.43631637424379e-002°)	(6.12205122916952e+001dB,-1.56601901230002e-002°)	(6.16512386779339e+001dB,-1.60999064198780e-002°)	(6.25489875479591e+001dB,-1.71244758816985e-002°)	(6.40062199865724e+001dB,-1.90998370914240e-002°)	(6.68651807266175e+001dB,-2.42381229391384e-002°)
1.95433945577526e+001	(5.96020429452443e+001dB,-1.43962742530954e-002°)	(6.12205122902132e+001dB,-1.56962905878026e-002°)	(6.16512386763932e+001dB,-1.61370205353250e-002°)	(6.25489875462018e+001dB,-1.71639518732710e-002°)	(6.40062199843842e+001dB,-1.91438667599820e-002°)	(6.68651807230627e+001dB,-2.42939975764758e-002°)
1.95884467350586e+001	(5.96020429439771e+001dB,-1.44294610912793e-002°)	(6.12205122887466e+001dB,-1.57324742727988e-002°)	(6.16512386748099e+001dB,-1.61742202075655e-002°)	(6.25489875444146e+001dB,-1.72035188663446e-002°)	(6.40062199821491e+001dB,-1.91879979273058e-002°)	(6.68651807194244e+001dB,-2.43500010179226e-002°)
1.96336027683591e+001	(5.96020429427114e+001dB,-1.44627244330284e-002°)	(6.12205122872342e+001dB,-1.57687413697212e-002°)	(6.16512386731922e+001dB,-1.62115056338433e-002°)	(6.25489875426058e+001dB,-1.72431770707145e-002°)	(6.40062199798664e+001dB,-1.92322308273720e-002°)	(6.68651807158664e+001dB,-2.44061335608586e-002°)
1.96788628970671e+001	(5.96020429414264e+001dB,-1.44960644546681e-002°)	(6.12205122856580e+001dB,-1.58050920708212e-002°)	(6.16512386716217e+001dB,-1.62488770119923e-002°)	(6.25489875407766e+001dB,-1.72829266966467e-002°)	(6.40062199776127e+001dB,-1.92765656948676e-002°)	(6.68651807121773e+001dB,-2.44623955023030e-002°)
1.97242273611472e+001	(5.96020429401756e+001dB,-1.45294813330516e-002°)	(6.12205122841713e+001dB,-1.58415265691026e-002°)	(6.16512386699948e+001dB,-1.62863345399613e-002°)	(6.25489875389562e+001dB,-1.73227679549470e-002°)	(6.40062199753458e+001dB,-1.93210027647586e-002°)	(6.68651807085796e+001dB,-2.45187871411734e-002°)
1.97696964011172e+001	(5.96020429388797e+001dB,-1.45629752452205e-002°)	(6.12205122826344e+001dB,-1.58780450574862e-002°)	(6.16512386684036e+001dB,-1.63238784165161e-002°)	(6.25489875371833e+001dB,-1.73627010569280e-002°)	(6.40062199730650e+001dB,-1.93655422726440e-002°)	(6.68651807048702e+001dB,-2.45753087758826e-002°)
1.98152702580496e+001	(5.96020429376053e+001dB,-1.45965463688666e-002°)	(6.12205122811156e+001dB,-1.59146477297126e-002°)	(6.16512386667133e+001dB,-1.63615088404594e-002°)	(6.25489875352926e+001dB,-1.74027262139819e-002°)	(6.40062199708216e+001dB,-1.94101844547819e-002°)	(6.68651807012283e+001dB,-2.46319607066063e-002°)
1.98609491735723e+001	(5.96020429362969e+001dB,-1.46301948818884e-002°)	(6.12205122795422e+001dB,-1.59513347797133e-002°)	(6.16512386651372e+001dB,-1.63992260117029e-002°)	(6.25489875334703e+001dB,-1.74428436386874e-002°)	(6.40062199684767e+001dB,-1.94549295475524e-002°)	(6.68651806975114e+001dB,-2.46887432333065e-002°)
1.99067333898705e+001	(5.96020429350417e+001dB,-1.46639209628328e-002°)	(6.12205122780280e+001dB,-1.59881064022062e-002°)	(6.16512386634985e+001dB,-1.64370301298878e-002°)	(6.25489875315826e+001dB,-1.74830535434774e-002°)	(6.40062199662376e+001dB,-1.94997777886498e-002°)	(6.68651806937985e+001dB,-2.47456566572599e-002°)
1.99526231496874e+001	(5.96020429336738e+001dB,-1.46977247902344e-002°)	(6.12205122764871e+001dB,-1.60249627919950e-002°)	(6.16512386618329e+001dB,-1.64749213955150e-002°)	(6.25489875297431e+001dB,-1.75233561417676e-002°)	(6.40062199638573e+001dB,-1.95447294153053e-002°)	(6.68651806900690e+001dB,-2.48027012801585e-002°)
1.99986186963261e+001	(5.96020429323745e+001dB,-1.47316065436215e-002°)	(6.12205122749065e+001dB,-1.60619041444643e-002°)	(6.16512386602126e+001dB,-1.65129000096157e-002°)	(6.25489875278637e+001dB,-1.75637516470621e-002°)	(6.40062199615750e+001dB,-1.95897846663813e-002°)	(6.68651806863202e+001dB,-2.48598774044386e-002°)
2.00447202736502e+001	(5.96020429310456e+001dB,-1.47655664024665e-002°)	(6.12205122733110e+001dB,-1.60989306555182e-002°)	(6.16512386585510e+001dB,-1.65509661733860e-002°)	(6.25489875259780e+001dB,-1.76042402736003e-002°)	(6.40062199591655e+001dB,-1.96349437802521e-002°)	(6.68651806825367e+001dB,-2.49171853331983e-002°)
2.00909281260859e+001	(5.96020429297246e+001dB,-1.47996045468843e-002°)	(6.12205122717456e+001dB,-1.61360425215501e-002°)	(6.16512386568539e+001dB,-1.65891200886588e-002°)	(6.25489875240983e+001dB,-1.76448222360744e-002°)	(6.40062199568736e+001dB,-1.96802069968958e-002°)	(6.68651806787427e+001dB,-2.49746253703476e-002°)
2.01372424986225e+001	(5.96020429283968e+001dB,-1.48337211573172e-002°)	(6.12205122701449e+001dB,-1.61732399392040e-002°)	(6.16512386551900e+001dB,-1.66273619578529e-002°)	(6.25489875221965e+001dB,-1.76854977495888e-002°)	(6.40062199544898e+001dB,-1.97255745558233e-002°)	(6.68651806749341e+001dB,-2.50321978204153e-002°)
2.01836636368142e+001	(5.96020429271027e+001dB,-1.48679164147170e-002°)	(6.12205122685692e+001dB,-1.62105231058075e-002°)	(6.16512386535540e+001dB,-1.66656919837134e-002°)	(6.25489875202861e+001dB,-1.77262670298282e-002°)	(6.40062199521176e+001dB,-1.97710466978007e-002°)	(6.68651806711185e+001dB,-2.50899029886665e-002°)
2.02301917867813e+001	(5.96020429256620e+001dB,-1.49021905000768e-002°)	(6.12205122669660e+001dB,-1.62478922189352e-002°)	(6.16512386518193e+001dB,-1.67041103692208e-002°)	(6.25489875184370e+001dB,-1.77671302930895e-002°)	(6.40062199497316e+001dB,-1.98166236638604e-002°)	(6.68651806672788e+001dB,-2.51477411809997e-002°)
2.02768271952114e+001	(5.96020429243555e+001dB,-1.49365435955917e-002°)	(6.12205122653403e+001dB,-1.62853474767237e-002°)	(6.16512386501277e+001dB,-1.67426173183353e-002°)	(6.25489875164648e+001dB,-1.78080877556508e-002°)	(6.40062199473361e+001dB,-1.98623056956557e-002°)	(6.68651806634305e+001dB,-2.52057127041111e-002°)
2.03235701093608e+001	(5.96020429229909e+001dB,-1.49709758830715e-002°)	(6.12205122637590e+001dB,-1.63228890778813e-002°)	(6.16512386483989e+001dB,-1.67812130350637e-002°)	(6.25489875145349e+001dB,-1.78491396350000e-002°)	(6.40062199449415e+001dB,-1.99080930354121e-002°)	(6.68651806595378e+001dB,-2.52638178652571e-002°)
2.03704207770558e+001	(5.96020429216357e+001dB,-1.50054875451874e-002°)	(6.12205122620910e+001dB,-1.63605172212056e-002°)	(6.16512386467044e+001dB,-1.68198977241738e-002°)	(6.25489875125959e+001dB,-1.78902861486865e-002°)	(6.40062199425309e+001dB,-1.99539859258508e-002°)	(6.68651806556517e+001dB,-2.53220569726513e-002°)
2.04173794466939e+001	(5.96020429203053e+001dB,-1.50400787649434e-002°)	(6.12205122605257e+001dB,-1.63982321065504e-002°)	(6.16512386449849e+001dB,-1.68586715906541e-002°)	(6.25489875106481e+001dB,-1.79315275148647e-002°)	(6.40062199400929e+001dB,-1.99999846102657e-002°)	(6.68651806517546e+001dB,-2.53804303350214e-002°)
2.04644463672453e+001	(5.96020429188686e+001dB,-1.50747497255135e-002°)	(6.12205122588838e+001dB,-1.64360339335414e-002°)	(6.16512386432431e+001dB,-1.68975348400849e-002°)	(6.25489875086814e+001dB,-1.79728639521718e-002°)	(6.40062199376867e+001dB,-2.00460893326721e-002°)	(6.68651806478088e+001dB,-2.54389382617474e-002°)
2.05116217882542e+001	(5.96020429175285e+001dB,-1.51095006110682e-002°)	(6.12205122572235e+001dB,-1.64739229027089e-002°)	(6.16512386414990e+001dB,-1.69364876785532e-002°)	(6.25489875067182e+001dB,-1.80142956798155e-002°)	(6.40062199351875e+001dB,-2.00923003372264e-002°)	(6.68651806438783e+001dB,-2.54975810632182e-002°)
2.05589059598400e+001	(5.96020429161568e+001dB,-1.51443316056332e-002°)	(6.12205122555557e+001dB,-1.65118992149565e-002°)	(6.16512386397468e+001dB,-1.69755303125727e-002°)	(6.25489875047283e+001dB,-1.80558229173999e-002°)	(6.40062199327531e+001dB,-2.01386178692970e-002°)	(6.68651806398990e+001dB,-2.55563590501649e-002°)
2.06062991326986e+001	(5.96020429147210e+001dB,-1.51792428938221e-002°)	(6.12205122538888e+001dB,-1.65499630716467e-002°)	(6.16512386379938e+001dB,-1.70146629491567e-002°)	(6.25489875027649e+001dB,-1.80974458852081e-002°)	(6.40062199303109e+001dB,-2.01850421742879e-002°)	(6.68651806359146e+001dB,-2.56152725343498e-002°)
2.06538015581038e+001	(5.96020429133299e+001dB,-1.52142346609190e-002°)	(6.12205122522237e+001dB,-1.65881146745919e-002°)	(6.16512386362191e+001dB,-1.70538857957424e-002°)	(6.25489875007453e+001dB,-1.81391648037505e-002°)	(6.40062199277959e+001dB,-2.02315734981863e-002°)	(6.68651806319397e+001dB,-2.56743218281697e-002°)
2.07014134879090e+001	(5.96020429119176e+001dB,-1.52493070923330e-002°)	(6.12205122505307e+001dB,-1.66263542260121e-002°)	(6.16512386345179e+001dB,-1.70931990604709e-002°)	(6.25489874987316e+001dB,-1.81809798943441e-002°)	(6.40062199253619e+001dB,-2.02782120880516e-002°)	(6.68651806279219e+001dB,-2.57335072445436e-002°)
2.07491351745476e+001	(5.96020429104823e+001dB,-1.52844603740115e-002°)	(6.12205122488688e+001dB,-1.66646819287611e-002°)	(6.16512386326538e+001dB,-1.71326029513154e-002°)	(6.25489874967255e+001dB,-1.82228913786930e-002°)	(6.40062199227809e+001dB,-2.03249581906292e-002°)	(6.68651806238547e+001dB,-2.57928290972479e-002°)
2.07969668710355e+001	(5.96020429090606e+001dB,-1.53196946923969e-002°)	(6.12205122471503e+001dB,-1.67030979858819e-002°)	(6.16512386309169e+001dB,-1.71720976777589e-002°)	(6.25489874946959e+001dB,-1.82648994789423e-002°)	(6.40062199202603e+001dB,-2.03718120542425e-002°)	(6.68651806198102e+001dB,-2.58522877010119e-002°)
2.08449088309714e+001	(5.96020429076446e+001dB,-1.53550102342850e-002°)	(6.12205122454541e+001dB,-1.67416026012032e-002°)	(6.16512386290721e+001dB,-1.72116834487375e-002°)	(6.25489874926741e+001dB,-1.83070044178799e-002°)	(6.40062199177753e+001dB,-2.04187739272490e-002°)	(6.68651806157108e+001dB,-2.59118833708501e-002°)
2.08929613085389e+001	(5.96020429061778e+001dB,-1.53904071868156e-002°)	(6.12205122437479e+001dB,-1.67801959788105e-002°)	(6.16512386273128e+001dB,-1.72513604745114e-002°)	(6.25489874906294e+001dB,-1.83492064186779e-002°)	(6.40062199152293e+001dB,-2.04658440584107e-002°)	(6.68651806116474e+001dB,-2.59716164230031e-002°)
